NO,SCT_SHIP__NO,MR,COMMERCIAL_INVOICE_NO,INVOICE_DATE,PO_NO,VENDOR,CATEGORY,MAIN_DESCRIPTION_(PO),SUB_DESCRIPTION,SHU,DAS,MIR,AGI,INCOTERMS,CURRENCY,INVOICE_VALUE,FREIGHT,INSURANCE,CIF_VALUE,COE,POL,POD,BL_NO_AWB_NO,VESSEL_NAME_FLIGHT_NO,FORWARDER,SHIP_MODE,PKG,20DC,40DC,40HQ,45HQ,20OT(IN),20OT(OH),40OT(IN),40OT(OH),20FR(IN),40FR(IN),20FR(FV),40FR(OW),"20FR(OW,OH)","40FR(OW,OH)","40FR(OW,OL)",LCL,QTY_OF_CNTR,G_BULK,O_BULK,H_BULK,GWT(KG),CBM,R/T(GRAND-_TOTAL),A_CWT(KG),ETD,ATD,ETA,ATA,ATTESTATION_DATE,DO_COLLECTION,CUSTOMS_START,CUSTOMS_CLOSE,CUSTOM_CODE,DUTY_AMT,VAT_AMT,SHU2,MIR3,DAS4,AGI5,DSV_INDOOR,DSV_OUTDOOR,DSV_MZD,DSV_KIZAD,JDN_MZD,JDN_WATERFRONT,MOSB,AAA_STORAGE,ZENER_(WH),HAULER_DG_STORAGE,VIJAY_TANKS,FLOW_CODE,FLOW_DESCRIPTION
826,HVDC-ADOPT-SIM-0095,E04-1,AB25-60244,2025-10-25,SCT-19LT-PRC-PO-004,Lorunser,Elec,400kV and 132kV New Converter GIS,400kv & 132kv Hardwares,O,O,O,O,CIF,EUR,,,,235825.4,Austria,Graz,Abu Dhabi Airport,176-0230 9565,CV2643Z,,A,32,,,,,,,,,,,,,,,,,0.0,,,,11285.0,,,,2025-11-14,2025-11-14,2025-11-19,2025-11-19,2025-11-30,2025-11-12,2025-11-20,2025-11-20,47150.0,50831.0,53371.0,2025-11-25,2025-11-28,2025-11-30,2025-12-25,,2025-11-21,,,,,2025-11-25,,,,,3,Port → WH → MOSB → Site
827,HVDC-ADOPT-SCT-0138,E08,HVDC-ADOPT-SCT-0138,2025-10-17,5000802593,Sangdong,Elec,Steel Conduit,Steel Conduit (9th),,O,,O,FOB,USD,23209.37,1600.0,272.9,25082.27,KOREA,Busan Port,Khalifa port,SEL00001184,YM WORTH,Deugro,C,6,,,1.0,,,,,,,,,,,,,,1.0,,,,9290.0,14.64,14.64,,2025-10-17,2025-10-17,2025-11-23,2025-11-23,2025-11-30,2025-11-24,2025-11-24,2025-11-24,47150.0,4607.0,4836.0,,,2025-12-01,2025-12-08,,,,,,,2025-11-27,,,,,3,Port → WH → MOSB → Site
831,HVDC-ADOPT-SCT-0152,E08,HVDC-ADOPT-SCT-0152,2025-11-25,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Lighting & Small Power System,O,O,O,O,FOB,USD,11200.0,2115.0,70.0,13385.0,CHINA,Zhenzhen,Abu Dhabi Airport,SEL-00001493,O3375,,A,3,,,,,,,,,,,,,,,,,0.0,,,,375.0,2.75,2.75,,2025-10-25,2025-10-25,2025-10-25,2025-10-25,2025-11-30,2025-11-27,2025-11-27,2025-11-27,47150.0,2458.0,2581.0,2025-12-05,2025-12-09,2025-12-01,2025-12-01,,,,,,,2025-11-28,,,,,3,Port → WH → MOSB → Site
832,HVDC-ADOPT-SCT-0156,E08,HVDC-ADOPT-SCT-0156,2025-11-28,5000735890,EMERSON,Elec,Distributed Control System,Distributed Control System,O,O,O,O,FOB,USD,257794.0,6400.0,661.0,264855.0,KOREA,Incheon,Abu Dhabi Airport,ELA2511035,QR8758,,A,4,,,,,,,,,,,,,,,,,0.0,,,,1600.0,12.1,12.1,,2025-11-28,2025-11-28,2025-11-30,2025-11-30,2025-12-03,2025-12-03,2025-12-03,2025-12-03,47150.0,10473.0,49158.0,2025-12-05,2025-12-01,2025-12-08,2025-12-11,,,,,,,2025-12-05,,,,,3,Port → WH → MOSB → Site
833,HVDC-ADOPT-SCT-0157,E08,HVDC-ADOPT-SCT-0157,2025-12-01,5000771906,Gastron,Elec,Gas Detection System,Gas Detection System,O,O,O,O,FOB,USD,7050.0,872.0,35.0,7957.0,KOREA,Incheon,Abu Dhabi Airport,SEL00001572,EY823,,A,1,,,,,,,,,,,,,,,,,0.0,,,,159.0,0.72,0.72,,2025-12-01,2025-12-01,2025-12-01,2025-12-01,2025-12-03,2025-12-03,2025-12-03,2025-12-03,47150.0,,1461.0,2025-12-07,2025-12-05,2025-12-08,2025-12-08,,,,,,,2025-12-05,,,,,3,Port → WH → MOSB → Site
839,HVDC-ADOPT-SCT-0140,E08,HVDC-ADOPT-SCT-0140,2025-10-30,5001005009,"BMT Co., Ltd",Elec,Hook-up Materials,Juntion Box and Others,O,O,O,O,FOB,USD,30050.24,1600.0,348.15,31998.39,KOREA,Busan Port,Khalifa port,SEL00001318,ONE SWAN,Deugro,C,13,,,1.0,,,,,,,,,,,,,,1.0,,,,2680.0,19.51,19.51,,2025-10-30,2025-10-30,2025-12-08,2025-12-08,2025-12-17,2025-12-10,2025-12-11,2025-12-11,47150.0,5877.0,6170.0,2025-12-16,2025-12-16,,2025-12-31,,,,,,,2025-12-16,,,,,3,Port → WH → MOSB → Site
840,HVDC-ADOPT-SCT-0142,E08,HVDC-ADOPT-SCT-0142,2025-10-30,5000740797,WILO Pump Korea,Mech,General Seviece Pump 2nd,Portable water Pump,,,O,O,FOB,USD,25600.0,800.0,316.8,26716.8,KOREA,Busan Port,Khalifa port,SEL00001325,ONE SWAN,Deugro,C,4,1.0,,,,,,,,,,,,,,,,1.0,,,,1140.0,4.75,4.75,,2025-10-30,2025-10-30,2025-12-08,2025-12-08,2025-12-17,2025-12-10,2025-12-10,2025-12-10,47150.0,4907.0,5151.0,,2025-12-16,,2025-12-31,,,,,,,2025-12-16,,,,,3,Port → WH → MOSB → Site
845,HVDC-ADOPT-SIM-0107,E04-1,AR25-81813,2025-12-15,SCT-19LT-PRC-PO-004,Lorunser,Elec,400kV and 132kV New Converter GIS,400kv & 132kv Hardwares,O,O,O,O,CIF,EUR,,,,91249.2,Austria,Graz,Abu Dhabi Airport,607-51713421,EY0154,,A,21,,,,,,,,,,,,,,,,,0.0,,,,12212.0,,,,2025-12-18,2025-12-18,2025-12-19,2025-12-19,2025-12-25,2025-12-22,2025-12-22,2025-12-22,47150.0,19838.0,20829.0,2025-12-25,2025-12-25,2025-12-29,2025-12-27,,,,,,,2025-12-23,,,,,3,Port → WH → MOSB → Site
846,HVDC-ADOPT-SCT-0143,E08,HVDC-ADOPT-SCT-0143,2025-11-04,5000799801,LS Cable,Elec,"MV, LV & Control Cable","MV,LV & Control CableE (13th)",O,O,O,O,FOB,USD,777593.15,9600.0,8659.12,795852.27,KOREA,Busan Port,Khalifa port,SEL00001373,YM TRANQUILITY,Deugro,C,58,,,6.0,,,,,,,,,,,,,,6.0,,,,104399.0,146.07,146.07,,2025-11-04,2025-11-04,2025-12-12,2025-12-12,2026-01-05,2025-12-15,2025-12-15,2025-12-15,47150.0,146139.0,153445.0,,,2026-01-12,2026-01-23,,,,,,,2025-12-30,,,,,3,Port → WH → MOSB → Site
847,HVDC-ADOPT-SCT-0144,E08,HVDC-ADOPT-SCT-0144,2025-11-04,5000802593,Sangdong,Elec,Steel Conduit,Steel Conduit (11th),O,O,,O,FOB,USD,68310.72,1600.0,838.93,70749.65,KOREA,Busan Port,Khalifa port,SEL00001367,YM TRANQUILITY,Deugro,C,6,,,1.0,,,,,,,,,,,,,,1.0,,,,4855.0,8.93,8.93,,2025-11-04,2025-11-04,2025-12-12,2025-12-12,2026-01-05,2025-12-15,2025-12-15,2025-12-15,47150.0,12994.0,13641.0,2025-12-31,,2026-01-09,2026-01-10,,,,,,,2025-12-31,,,,,3,Port → WH → MOSB → Site
853,HVDC-ADOPT-SIM-0108,E04-1,NR2521123,2025-12-18,SCT-19LT-PRC-PO-004,EUPEN,Elec,400kV and 132kV New Converter GIS,H009_Control Cable,,,,O,CIF,EUR,,,,3221.26,BELGIUM,Brussels,Abu Dhabi Airport,I011295,EY0058,,A,1,,,,,,,,,,,,,,,,,0.0,,,,270.0,0.97,0.97,,2025-12-23,2025-12-23,2025-12-23,2025-12-23,2026-01-05,2025-12-24,2025-12-24,2025-12-24,47150.0,697.0,731.0,,,,,,,,,,,2025-12-30,,,,,3,Port → WH → MOSB → Site
856,HVDC-ADOPT-SCT-0146,E08,HVDC-ADOPT-SCT-0146,2025-11-22,5000802593,Sangdong,Elec,Steel Conduit,Steel Conduit (13th),,O,,,FOB,USD,25632.0,1600.0,326.78,27558.78,KOREA,Busan Port,Khalifa port,SEL00001417,HMM NURI,Deugro,C,3,,,1.0,,,,,,,,,,,,,,1.0,,,,11760.0,14.34,14.34,,2025-11-22,2025-11-22,2025-12-29,2025-12-29,2026-01-05,2025-12-30,2025-12-30,2025-12-30,47150.0,5061.0,5314.0,,,2026-01-20,,,,,,,,2026-01-13,,,,,3,Port → WH → MOSB → Site
857,HVDC-ADOPT-SCT-0151,E08,HVDC-ADOPT-SCT-0151,2025-11-22,5001005009,"BMT Co., Ltd",Elec,Hook-up Materials,Sunshade and otherd,O,O,O,O,FOB,USD,2127.28,1600.0,44.73,3772.01,KOREA,Busan Port,Khalifa port,SEL00001484,HMM NURI,Deugro,C,8,,,1.0,,,,,,,,,,,,,,1.0,,,,1420.0,11.05,11.05,,2025-11-22,2025-11-22,2025-12-29,2025-12-29,2026-01-05,2025-12-30,2025-12-30,2025-12-30,47150.0,693.0,727.0,2026-01-13,2026-01-13,2026-01-20,,,,,,,,2026-01-13,,,,,3,Port → WH → MOSB → Site
