NO,SCT_SHIP__NO,MR,COMMERCIAL_INVOICE_NO,INVOICE_DATE,PO_NO,VENDOR,CATEGORY,MAIN_DESCRIPTION_(PO),SUB_DESCRIPTION,SHU,DAS,MIR,AGI,INCOTERMS,CURRENCY,INVOICE_VALUE,FREIGHT,INSURANCE,CIF_VALUE,COE,POL,POD,BL_NO_AWB_NO,VESSEL_NAME_FLIGHT_NO,FORWARDER,SHIP_MODE,PKG,20DC,40DC,40HQ,45HQ,20OT(IN),20OT(OH),40OT(IN),40OT(OH),20FR(IN),40FR(IN),20FR(FV),40FR(OW),"20FR(OW,OH)","40FR(OW,OH)","40FR(OW,OL)",LCL,QTY_OF_CNTR,G_BULK,O_BULK,H_BULK,GWT(KG),CBM,R/T(GRAND-_TOTAL),A_CWT(KG),ETD,ATD,ETA,ATA,ATTESTATION_DATE,DO_COLLECTION,CUSTOMS_START,CUSTOMS_CLOSE,CUSTOM_CODE,DUTY_AMT,VAT_AMT,SHU2,MIR3,DAS4,AGI5,DSV_INDOOR,DSV_OUTDOOR,DSV_MZD,DSV_KIZAD,JDN_MZD,JDN_WATERFRONT,MOSB,AAA_STORAGE,ZENER_(WH),HAULER_DG_STORAGE,VIJAY_TANKS
256,HVDC-ADOPT-SEI-0011,E03,HVDC-ADOPT-SEI-0011,2024-08-28,5000684244,Sumitomo,Elec,400kV HVDC Cable System,DC400kv Subsea Cable,,,,,CIF,JPY,5177822000,794578668,17917202,5990317870,JAPAN,Hitachi,Mina Zayed,290-700-2409-100,UHL Fierce,Deugro,B,4,,,,,,,,,,,,,,,,,0,,,,5635154,4747.3,5635.15,,2024-09-18,2024-09-18,2024-10-07,2024-10-07,2025-04-16,2024-10-05,2024-10-07,2024-10-07,47150,7407328,7777694,,,,,,,,,2024-10-10,,,,,,
257,HVDC-ADOPT-SIM-0014-A,E04-1,HVDC-ADOPT-SIM-0014-A,2024-06-26,129666,Siemens,Elec,400kV and 132kV New Converter GIS,Earthing Materials (Existing Work),O,,,,CIF,GBP,,,,24883.55,United Kingdom,Southampton,Khalifa port,SLHRS0001137,CMA CGN TITAN,FedEx Logistics,C,6,1,,,,,,,,,,,,,,,,1,,,,2848.4,2.57,2.85,,2024-08-21,2024-08-21,2024-10-03,2024-10-03,2025-04-10,2024-10-03,2024-10-05,2024-10-05,47150,12224,12826,2024-10-15,,,,,,,,,,,,,,
258,HVDC-ADOPT-SIM-0014-B,E04-1,HVDC-ADOPT-SIM-0014-B,2024-06-26,129679,Siemens,Elec,400kV and 132kV New Converter GIS,Earthing Materials (Existing Work),,,O,,CIF,GBP,,,,19253.71,United Kingdom,Southampton,Khalifa port,SLHRS0001137,CMA CGN TITAN,FedEx Logistics,C,5,,,,,,,,,,,,,,,,,0,,,,2021.65,2.07,2.07,,2024-08-21,2024-08-21,2024-10-03,2024-10-03,2025-04-17,2024-10-03,2024-10-05,2024-10-05,47150,,,,2024-10-15,,,,,,,,,,,,,
259,HVDC-ADOPT-SIM-0012-A,E04-1,477QGP51786804,2024-07-22,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,"MIRFA 400 kV"" GIS & Accessories PS09",,,O,,CIF,USD,,,,1295531.5,GERMANY,Hamburg,Khalifa port,DXB00004158,EDITH MAERSK,Alpha Maritime,C,20,,,7,,,,,,,12,,,,,,,19,,,,47074,412.57,412.57,,2024-09-03,2024-09-03,2024-10-11,2024-10-11,2025-04-17,2024-10-10,2024-10-11,2024-10-11,47150,792854,832496,,2024-10-17,,,,,,,,,,,,,
260,HVDC-ADOPT-SIM-0012-B,E04-1,477QGP51786805,2024-07-22,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,"MIRFA 400 kV"" GIS & Accessories PS09",,,O,,CIF,USD,,,,1387528.38,GERMANY,Hamburg,Khalifa port,DXB00004158,EDITH MAERSK,Alpha Maritime,C,14,,,,,,,,,,,,,,,,,0,,,,57048,535.89,535.89,,2024-09-03,2024-09-03,2024-10-11,2024-10-11,2025-04-17,2024-10-10,2024-10-11,2024-10-11,47150,,,,2024-10-17,,,,,,,,,,,,,
261,HVDC-ADOPT-SIM-0012-C,E04-1,477QGP51786806,2024-07-22,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,"MIRFA 400 kV"" GIS & Accessories PS09",,,O,,CIF,USD,,,,1634724.66,GERMANY,Hamburg,Khalifa port,DXB00004158,EDITH MAERSK,Alpha Maritime,C,71,,,,,,,,,,,,,,,,,0,,,,46758.3,210.99,210.99,,2024-09-03,2024-09-03,2024-10-11,2024-10-11,2025-04-17,2024-10-10,2024-10-11,2024-10-11,47150,,,,2024-10-17,,,,,,,,,,,,,
262,HVDC-ADOPT-SIM-0015,E04-1,477QGP51786803,2024-07-22,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,400kv_GIS_MRDC_PS08_DG Shipment,,,O,,CIF,USD,,,,12435.81,GERMANY,Hamburg,Khalifa port,DXB00004190,EDITH MAERSK,Alpha Maritime,C,24,1,,,,,,,,,,,,,,,,1,,,,693.6,2.01,2.01,,2024-09-03,2024-09-03,2024-10-11,2024-10-11,2025-04-10,2024-10-16,2024-10-24,2024-10-24,47150,2292,2399,,2024-12-16,,,,,,,,,,2024-10-31,,,
263,HVDC-ADOPT-HE-0198,E01,PRL-SHU-023-O1,2024-09-09,4572116646,Hitachi,Elec,Main Converter,"Outdoor-MV-DC-Electronic-System OMVDC-E 24,OMVDC-E 36",O,,,,DAP,EUR,105549.07,1353.58,10554.91,117457.56,Austria,Antwerp,Khalifa port,GOT36800173-001,EDITH MAERSK,Scan Global Logistics AB,C,1,,,1,,,,,,,,,,,,,,1,,,,2830,28.07,28.07,,2024-09-10,2024-09-10,2024-10-11,2024-10-11,2025-04-16,2024-10-11,2024-10-14,2024-10-14,47150,102766,107902,2024-10-26,,,,,,,,,,,,,,
264,HVDC-ADOPT-HE-0199,E01,PRL-SHU-023-O2 Spare,2024-09-09,4572116646,Hitachi,Elec,Main Converter,Outdoor-MV-DC-Electronic-System OMVDC- E 36 Spare,O,,,,DAP,EUR,105549.07,1353.58,10554.91,117457.56,Austria,Antwerp,Khalifa port,GOT36800173-002,EDITH MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,558,3.39,3.39,,2024-09-10,2024-09-10,2024-10-11,2024-10-11,2025-04-16,2024-10-11,2024-10-14,2024-10-14,47150,,,2024-10-26,,,,,,,,,,,,,,
265,HVDC-ADOPT-HE-0200,E01,PRL-DAS-017-O1,2024-09-09,4572116646,Hitachi,Elec,Main Converter,"Outdoor-MV-DC-Electronic-System OMVDC-E 24,OMVDC-E 36",,O,,,DAP,EUR,124721.82,1132.14,12472.18,138326.14,Austria,Antwerp,Khalifa port,GOT36800172-001,EDITH MAERSK,Scan Global Logistics AB,C,1,,,1,,,,,,,,,,,,,,1,,,,3340,28.07,28.07,,2024-09-10,2024-09-10,2024-10-11,2024-10-11,2025-04-16,2024-10-11,2024-10-14,2024-10-14,47150,,,,,2025-06-13,,,2024-10-18,,,,,2025-05-28,,,,
266,HVDC-ADOPT-HE-0201,E01,PRL-DAS-017-O2 Spare,2024-09-09,4572116646,Hitachi,Elec,Main Converter,"Outdoor-MV-DC-Electronic-System OMVDC-E 24, E 36 Spare",,O,,,DAP,EUR,124721.82,1132.14,12472.18,138326.14,Austria,Antwerp,Khalifa port,GOT36800172-002,EDITH MAERSK,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,553,3.39,3.39,,2024-09-10,2024-09-10,2024-10-11,2024-10-11,2025-04-16,2024-10-11,2024-10-14,2024-10-14,47150,,,,,2025-05-10,,,2024-10-18,,,,,,,,,
267,HVDC-ADOPT-SCT-0017,M01,HVDC-ADOPT-SCT-0017,2024-09-21,5000734812,Excellift,Mech,Crane and Hoist,Crane and Hoist (6th),,O,O,O,FOB,USD,42590,1880,638.85,45108.85,MALAYSIA,Port Klang,Khalifa port,KUL00001504,MSC Hailey,Alpha Maritime,C,9,,,1,,,,,,,,,,,,,,1,,,,4500,17.65,17.65,,2024-09-21,2024-09-21,2024-10-15,2024-10-15,2025-04-17,2024-10-18,2024-10-18,2024-10-18,47150,8284,8697,,2024-10-28,,,,,,,,,2024-10-28,,,,
268,HVDC-ADOPT-HE-0207,E01,PRL-MIR-011-O,2024-09-12,4572116646,Hitachi,Elec,Main Converter,Wallbushing & Corona rings,,,O,,DAP,SEK,3382398.4,46841.24,338239.84,3767479.48,SWEDEN,Gothenburg,Khalifa port,GOT36800177,ESTELLE Maersk/Eugen,Scan Global Logistics AB,C,10,,,1,,,,,,,,,,,,,,1,,,,8300,42.75,42.75,,2024-09-12,2024-09-12,2024-10-20,2024-10-20,2025-04-16,2024-10-21,2024-10-22,2024-10-22,47150,78375,82294,,2024-11-07,,,,,,,,,,,,,
269,HVDC-ADOPT-HE-0211,E01,PRL-MIR-015-O,2024-09-12,4572116646,Hitachi,Elec,Main Converter,Cell Replacement Tool,,,O,,DAP,SEK,655164,6256.95,65516.4,726937.35,SWEDEN,Gothenburg,Khalifa port,GOT36800177,ESTELLE Maersk/Eugen,Scan Global Logistics AB,C,2,,,1,,,,,,,,,,,,,,1,,,,1912,4.84,4.84,,2024-09-12,2024-09-12,2024-10-20,2024-10-20,2025-04-16,2024-10-21,2024-10-22,2024-10-22,47150,,,,2024-11-07,,,,,,,,,,,,,
270,HVDC-ADOPT-HE-0206,E01,PRL-CS-019-O,2024-09-12,4572116646,Hitachi,Elec,Main Converter,Wallbushing,,O,,O,DAP,SEK,3016410,66247.03,301641,3384298.03,SWEDEN,Gothenburg,Khalifa port,GOT36800176,ESTELLE Maersk/Eugen,Scan Global Logistics AB,C,8,1,,1,,,,,,,,,,,,,,2,,,,4521,21.31,21.31,,2024-09-12,2024-09-12,2024-10-20,2024-10-20,2025-04-16,2024-10-21,2024-10-22,2024-10-22,47150,123861,130169,,,2025-05-13,,,2024-10-26,,,,,2025-11-07,,,,
271,HVDC-ADOPT-HE-0209,E01,PRL-DAS-018-O,2024-09-12,4572116646,Hitachi,Elec,Main Converter,Oil Flow Indicator,,O,,,DAP,SEK,5902,237.75,590.2,6729.95,SWEDEN,Gothenburg,Khalifa port,GOT36800189,ESTELLE Maersk/Eugen,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,9,0.06,0.06,,2024-09-12,2024-09-12,2024-10-20,2024-10-20,2025-04-16,2024-10-21,2024-10-22,2024-10-22,47150,,,,,2025-05-30,,2024-10-26,,,,,,2025-05-26,,,,
272,HVDC-ADOPT-HE-0210,E01,PRL-ZAK-012-O,2024-09-12,4572116646,Hitachi,Elec,Main Converter,Cell Replacement Tool,,,,O,DAP,SEK,640400,9594.98,64040,714034.98,SWEDEN,Gothenburg,Khalifa port,GOT36800190,ESTELLE Maersk/Eugen,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,1530,4.74,4.74,,2024-09-12,2024-09-12,2024-10-20,2024-10-20,2025-04-16,2024-10-21,2024-10-22,2024-10-22,47150,,,,,,,,2024-10-26,,,,,2025-11-07,,,,
273,HVDC-ADOPT-HE-0212,E01,PRL-ZAK-011-O,2024-09-12,4572116646,Hitachi,Elec,Main Converter,Wallbushing & Corona Shields,,,,O,DAP,SEK,2671023.6,66247.03,267102.36,3004372.99,SWEDEN,Gothenburg,Khalifa port,GOT36800191,ESTELLE Maersk/Eugen,Scan Global Logistics AB,C,6,,,,,,,,,,,,,,,,,0,,,,3660,22.28,22.28,,2024-09-12,2024-09-12,2024-10-20,2024-10-20,2025-04-16,2024-10-21,2024-10-22,2024-10-22,47150,,,,,,2025-11-16,,2024-10-26,,,,,2025-11-07,,,,
274,HVDC-ADOPT-SIM-0013,E04-1,477QGP51784654,2024-06-25,SCT-19LT-PRC-PO-005,Siemens,Elec,400kV and 132kV New Converter GIS,"MRPS-400 kV"" Existing GIS Modification PS06 DG cargo",,,O,,CIF,USD,,,,187593.62,GERMANY,Hamburg,Khalifa port,DXB00004248,EUGEN MAERSK,Alpha Maritime,C,1,1,,,,,,,,,,,,,,,,1,,,,2475,6.57,6.57,,2024-09-09,2024-09-09,2024-10-21,2024-10-21,2025-04-16,2024-10-21,2024-10-22,2024-10-22,47150,34447,36169,,2024-10-30,,,,,,,,,,,,,
275,HVDC-ADOPT-HE-0186,E01,PRL-SHU-008-O2,2024-09-07,4572116646,Hitachi,Elec,Main Converter,"Pump, Threatment, UMD Cabinet, Comm. Supplies, Special Tools",O,,,,DAP,SEK,16207255.2,392864.77,1620725.52,18220845.49,SWEDEN,Gothenburg,Khalifa port,GOT37000027,NABUCCO,Scan Global Logistics AB,B,18,,,,,,,,,,,,,,,,,0,,,,33690,186.24,186.24,,2024-09-07,2024-09-07,2024-10-30,2024-10-30,2025-04-17,2024-10-29,2024-10-30,2024-10-30,47150,0,622194,2025-07-10,,,,2024-11-06,,,,,,,,,,
276,HVDC-ADOPT-HE-0202,E01,PRl-DAS-013-O2,2024-09-07,4572116646,Hitachi,Elec,Main Converter,"Pump, Threatment, UMD Cabinet, Comm. Supplies, Special Tools",,O,O,,DAP,SEK,16207255.2,78636,1620725.52,17906616.72,SWEDEN,Gothenburg,Khalifa port,GOT37000027,NABUCCO,Scan Global Logistics AB,B,18,,,,,,,,,,,,,,,,,0,,,,33690,184.55,184.55,,2024-09-07,2024-09-07,2024-10-30,2024-10-30,2025-04-17,2024-10-29,2024-10-30,2024-10-30,47150,,,,,2025-05-30,,2024-11-06,,,,,,2025-08-08,,,,
277,HVDC-ADOPT-HE-0203,E01,PRL-MIR-010-O1,2024-09-22,4572116646,Hitachi,Elec,Main Converter,Air Blast coolers,,,O,,DAP,EUR,3401788.18,65626.3,340178.82,3807593.3,GERMANY,Bremerhaven,Khalifa port,GOT37000028,NABUCCO,Scan Global Logistics AB,B,14,,,,,,,,,,,,,,,,,0,,,,113281,794.99,794.99,,2024-09-23,2024-09-23,2024-10-30,2024-10-30,2025-04-17,2024-10-28,2024-10-28,2024-10-28,47150,0,757579,,2024-11-03,,,,,,,,,,,,,
278,HVDC-ADOPT-HE-0204,E01,PRL-ZAK-010-O1,2024-09-22,4572116646,Hitachi,Elec,Main Converter,Air Blast coolers,,,,O,DAP,EUR,3256940.85,32790,325694.09,3615424.94,GERMANY,Bremerhaven,Khalifa port,GOT37000029,NABUCCO,Scan Global Logistics AB,B,15,,,,,,,,,,,,,,,,,0,,,,124596,854.48,854.48,,2024-09-23,2024-09-23,2024-10-30,2024-10-30,2025-04-10,2024-10-28,2024-10-28,2024-10-28,47150,0,719344,,,,,,2024-11-05,,,,,,,,,
279,HVDC-ADOPT-SIM-0024,E04-1,477QGP51788451,2024-08-14,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,400kv_GIS_DSDC_PS012_DG Shipment,,O,,,CIF,USD,,,,97749.48,GERMANY,Hamburg,Khalifa port,DXB00004270,ESTELLE Maersk,Alpha Maritime,C,5,1,,,,,,,,,,,,,,,,1,,,,2457.9,7.95,7.95,,2024-09-20,2024-09-20,2024-10-29,2024-10-29,2025-04-16,2024-10-30,2024-11-22,2024-11-22,47150,17956,18847,,,2025-02-13,,,,,,,,2025-05-01,2024-12-27,,,
280,HVDC-ADOPT-HE-0205,E01,PRL-ZAK-009-O3,2024-09-17,4572116646,Hitachi,Elec,Main Converter,Transformer Units and Accessories,,,,O,DAP,SEK,147581189.9,5335881.98,14758118.98,167675190.8,BRAZIL,Itagui,Mina Zayed,GOT37000017,BBC FUJI,Scan Global Logistics AB,B,69,,,,,,,,,,,,,,,,,0,,,,725786,971.59,971.59,,2024-09-30,2024-09-30,2024-10-31,2024-10-31,2025-04-16,2024-10-24,2024-10-24,2024-10-24,47150,2916948,3062794,,,,2025-04-30,,2024-11-19,2024-11-19,,,,2025-11-21,,,,
281,HVDC-ADOPT-HE-0213,E01,PRL-MIR-016-O,2024-09-30,4572116646,Hitachi,Elec,Main Converter,Pumps,,,O,,DAP,SEK,607497.66,2971.76,60749.77,671219.19,BRAZIL,Itagui,Mina Zayed,GOT37000030,BBC FUJI,Scan Global Logistics AB,B,1,,,,,,,,,,,,,,,,,0,,,,1600,3.27,3.27,,2024-09-30,2024-09-30,2024-10-31,2024-10-31,2025-04-16,2024-10-24,2024-10-24,2024-10-24,47150,,,,2024-11-13,,,,,,,,,,,,,
282,HVDC-ADOPT-SCT-0018,E08,HVDC-ADOPT-SCT-0018,2024-09-25,5000802593,Sangdong,Elec,Steel Conduit,Steel Conduit (1st),O,O,O,O,FOB,USD,147719.16,8000,1772.63,157491.79,KOREA,Busan Port,Khalifa port,290-700-2409-040,HMM RAON,Deugro,C,19,,,5,,,,,,,,,,,,,,5,,,,70920,115.73,115.73,,2024-09-26,2024-09-26,2024-11-04,2024-11-04,2025-04-10,2024-11-06,2024-11-06,2024-11-06,47150,28920,30365,2024-11-13,2024-11-18,2024-12-11,2024-12-11,,,,,,,,,,,
283,HVDC-ADOPT-SCT-0015,E08,HVDC-ADOPT-SCT-0015,2024-09-26,5000735555,LS Cable,Elec,400kv Power Cable,400kv Power Cable (1st),,,O,,FOB,USD,1996172.3,14400,23954.07,2034526.37,KOREA,Busan Port,Khalifa port,290-700-2409-039,HMM Raon,Deugro,C,9,,,,,,,,,9,,,,,,,,9,,,,254971,438.57,438.57,,2024-09-26,2024-09-26,2024-11-04,2024-11-04,2025-04-17,2024-11-04,2024-11-05,2024-11-05,47150,373590,392269,,2024-11-26,,,,,,,,,,,,,
284,HVDC-ADOPT-SEI-0008,E03,HVDC-ADOPT-SEI-0008,2024-09-15,5000684244,Sumitomo,Elec,400kV HVDC Cable System,"Transition joint, Link Box and Repair Joints",,,,,CIF,JPY,177117800,1150000,2125413.6,180393213.6,JAPAN,Kobe,Khalifa port,290-700-2408-002,Ever Balmy,Deugro,C,62,,,5,,,,,,,,,,,,,,5,,,,28266,120.57,120.57,,2024-09-16,2024-09-16,2024-11-04,2024-11-04,2025-04-16,2024-11-08,2024-11-08,2024-11-08,47150,215787,226576,,,,,,2024-11-18,,,,,,,,,
285,HVDC-ADOPT-ZEN-0003,,HVDC-ADOPT-ZEN-0003,2024-10-01,7772440295,SCHRACK SECONET,Elec,,Fire Alarm System & Aspiration System & Accessories,,,,,CIP,EUR,,,,77727.64,Austria,Viena,Abu Dhabi Airport,615-06430421,QY4773,European Air Transpor,A,3,,,,,,,,,,,,,,,,,0,,,,349,4.16,4.16,,2024-10-31,2024-10-31,2024-11-06,2024-11-06,2025-04-16,2024-11-06,2024-11-06,2024-11-06,47150,1040,16391,,,,,,,,,,,,,2024-11-07,,
286,HVDC-ADOPT-ZEN-0003,,HVDC-ADOPT-ZEN-0003,2024-10-01,7772440295,SCHRACK SECONET,Elec,,Fire Alarm System & Aspiration System & Accessories,,,,,CIP,EUR,,,,,Austria,Viena,Abu Dhabi Airport,615-06430421,QY4773,European Air Transpor,A,4,,,,,,,,,,,,,,,,,0,,,,467,,,,2024-10-31,2024-10-31,2024-11-07,2024-11-07,2025-04-16,2024-11-07,2024-11-07,2024-11-07,47150,,1,,,,,,,,,,,,,2024-11-07,,
287,HVDC-ADOPT-SCT-0021,E08,HVDC-ADOPT-SCT-0021,2024-10-04,5000802593,Sangdong,Elec,Steel Conduit,Steel Conduit (2nd),O,O,O,O,FOB,USD,45876.54,3500,545.61,49922.15,KOREA,Busan Port,Khalifa port,290-700-2409-168,ESL DANA,Deugro,C,12,1,,1,,,,,,,,,,,,,,2,,,,12890,28.25,28.25,,2024-10-04,2024-10-04,2024-11-10,2024-11-10,2025-04-17,2024-11-14,2024-11-14,2024-11-14,47150,9168,9625,2024-11-24,2024-11-17,2024-12-06,2024-12-04,,,,,,,2024-11-21,,,,
288,HVDC-ADOPT-SCT-0019,E08,HVDC-ADOPT-SCT-0019,2024-10-01,5000789074,TaeHwa,Elec,Cable Tray System,Cable Tray System (7th),,,O,O,FOB,USD,185281.41,16000,2223.38,203504.79,KOREA,Busan Port,Khalifa port,290-700-2409-057,HMM Daon,Deugro,C,47,,,10,,,,,,,,,,,,,,10,,,,129578,406.72,406.72,,2024-10-01,2024-10-01,2024-11-11,2024-11-11,2025-04-16,2024-11-12,2024-11-12,2024-11-12,47150,37369,39237,2025-01-17,2025-01-02,,2025-04-21,,,,,,,,,,,
289,HVDC-ADOPT-SCT-0020,E08,HVDC-ADOPT-SCT-0020,2024-10-01,5000735555,LS Cable,Elec,400kv Power Cable,400kv Power Cable (2nd),,,O,,FOB,USD,1979727.86,14400,23954.07,2018081.93,KOREA,Busan Port,Khalifa port,290-700-2409-058,HMM Daon,Deugro,C,9,,,,,,,,,9,,,,,,,,9,,,,253128,438.57,438.57,,2024-10-01,2024-10-01,2024-11-11,2024-11-11,2025-04-17,2024-11-12,2024-11-12,2024-11-12,47150,370218,388729,,2024-12-01,,,,,,,,,,,,,
290,HVDC-ADOPT-SCT-0027,E08,HVDC-ADOPT-SCT-0027,2024-10-09,5000801116,Bansuk,Elec,Lighting and Small Power Sysytem,Flood Light,,O,O,,FOB,USD,1030,1235.73,27.19,2292.92,CHINA,Shenzhen,Abu Dhabi Airport,921-46552590,O3139,Deugro,A,10,,,,,,,,,,,,,,,,,0,,,,51,0.83,0.83,,2024-11-10,2024-11-10,2024-11-11,2024-11-11,2025-04-10,2024-11-12,2024-11-12,2024-11-12,47150,645,677,,2024-11-14,2024-11-14,,,,,,,,,,,,
291,HVDC-ADOPT-ZEN-0007,,HVDC-ADOPT-ZEN-0007,2024-10-30,7772440296,SCHRACK SECONET,Elec,,Fire Alarm and Aspiration Sytem,,,,,CIP,EUR,,,,69683.2,Austria,Viena,Abu Dhabi Airport,607-35107763,EY154,Etihad,A,3,,,,,,,,,,,,,,,,,0,,,,550,3.87,3.87,,2024-11-12,2024-11-12,2024-11-12,2024-11-12,2025-04-17,2024-11-14,2024-11-14,2024-11-14,47150,490,14132,,,,,,,,,,,,,2024-11-15,,
292,HVDC-ADOPT-SEI-0015,E03,HVDC-ADOPT-SEI-0015,2024-10-31,5000684244,Sumitomo,Elec,400kV HVDC Cable System,DANGEROUS GOODS for CABLE ACCESSORIES,O,O,,,CIP,JPY,56800,22720,795.2,80315.2,JAPAN,Osaka,Abu Dhabi Airport,607-3633 0464,EY815,UCI Airfreight,A,13,,,,,,,,,,,,,,,,,0,,,,36,0.39,0.39,,2024-11-11,2024-11-11,2024-11-12,2024-11-12,,2024-11-12,2024-11-12,2024-11-12,47150,96,100,2026-01-17,,,,,,,,,2024-11-14,,,,,
293,HVDC-ADOPT-SIM-0021,E04-1,477QGP51788144,2024-08-08,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,400kv_GIS_MRDC_PS010_DG Shipment,,,O,,CIF,USD,,,,471659.4,GERMANY,Hamburg,Khalifa port,DXB00004267,MSC Giusy,Alpha Maritime,C,6,1,,1,,,,,,,,,,,,,,2,,,,14855,39.54,39.54,,2024-09-30,2024-09-30,2024-11-13,2024-11-13,2025-04-16,2024-11-14,2024-11-14,2024-11-14,47150,86609,90939,,2025-01-02,,,,,,,,,,,,,
294,HVDC-ADOPT-SIM-0025,E04-1,477QGP51788453,2024-08-14,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,"132kV_DSDC_PS013 GIB equipment - connection module, Air Bushing, accessories",,O,,,CIF,USD,,,,2836265.57,GERMANY,Hamburg,Khalifa port,DXB00004269,MSC Giusy,Alpha Maritime,C,35,,,10,,,,,,,,,,,,,,10,,,,30266,249.7,249.7,,2024-09-30,2024-09-30,2024-11-13,2024-11-13,2025-04-16,2024-11-14,2024-11-15,2024-11-15,47150,520810,546850,,,2025-02-08,,,2024-11-20,,,,,2024-12-26,,,,
295,HVDC-ADOPT-SIM-0018,E04-1,HVDC-ADOPT-SIM-0018,2024-09-16,4510197417,Siemens,Elec,400kV and 132kV New Converter GIS,Earthing and Lighting Materials,O,O,O,O,CIF,GBP,,,,75983.38,United Kingdom,Nottingham,Khalifa port,SLHRS0001262,Seaspan Amazon,FedEx Logistics,C,12,1,,,,,,,,,,,,,,,,1,,,,7059.45,6.22,7.06,,2024-10-10,2024-10-10,2024-11-13,2024-11-13,2025-04-16,2024-11-18,2024-11-18,2024-11-18,47150,20301,21313,2025-04-19,2025-02-05,2025-02-13,2025-06-11,,2024-12-23,,,,,2024-12-29,,,,
296,HVDC-ADOPT-SIM-0030,E04-1,477QGP51792614,2024-09-25,SCT-19LT-PRC-PO-005,Siemens,Elec,400kV and 132kV New Converter GIS,400kv Existing GIS modification LCC panels SHPS,O,,,,CIP,USD,,,,84510,GERMANY,Frankfurt,Abu Dhabi Airport,607-3538 2771,Etihad Airways,FedEx Logistics,A,2,,,,,,,,,,,,,,,,,0,,,,1840,8.8,8.8,,2024-11-11,2024-11-11,2024-11-13,2024-11-13,2025-04-17,2024-11-13,2024-11-13,2024-11-13,47150,16479,17303,2024-11-14,,,,,,,,,,,,,,
297,HVDC-ADOPT-HE-0214,E01,PRL-SHU-025-O,2024-09-26,4572116646,Hitachi,Elec,Main Converter,Capacitors,O,,,,DAP,SEK,1647980,9594.98,164798,1822372.98,SWEDEN,Gothenburg,Khalifa port,GOT36800182,MSC GIUSY,Scan Global Logistics AB,C,74,,,2,,,,,,,,,,,,,,2,,,,36885,71.04,71.04,,2024-09-26,2024-09-26,2024-11-16,2024-11-16,2025-04-17,2024-11-15,2024-11-15,2024-11-15,47150,0,30366,,,,,,,,,,,,,,,
298,HVDC-ADOPT-SIM-0019-A,E04-1,477QGP51788194,2024-08-08,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,"GIS equipment viz. Connection module, Voltage Transformer and Accessories_MRDC_PS011",,,O,,CIF,USD,,,,2163716.65,GERMANY,Hamburg,Khalifa port,DXB00004268,ELLY MAERSK,Alpha Maritime,C,32,1,,21,,,,,,,17,,,,,,,39,,,,44005,483.5,483.5,,2024-10-11,2024-10-11,2024-11-16,2024-11-16,2025-04-16,2024-11-19,2024-11-20,2024-11-20,47150,1390059,1459560,,2025-02-21,,,,,,,,,,,,,
299,HVDC-ADOPT-SIM-0019-B,E04-1,477QGP51788203,2024-08-08,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,"GIS equipment viz. Connection module, Voltage Transformer and Accessories_MRDC_PS011",,,O,,CIF,USD,,,,1583761.54,GERMANY,Hamburg,Khalifa port,DXB00004268,ELLY MAERSK,Alpha Maritime,C,24,,,,,,,,,,,,,,,,,0,,,,36915,392.91,392.91,,2024-10-11,2024-10-11,2024-11-16,2024-11-16,2025-04-16,2024-11-19,2024-11-20,2024-11-20,47150,,,,2025-02-21,,,,,,,,,,,,,
300,HVDC-ADOPT-SIM-0019-C,E04-1,477QGP51788236,2024-08-08,SCT-19LT-PRC-PO-004,Siemens,Elec,400kV and 132kV New Converter GIS,"GIS equipment viz. Connection module, Voltage Transformer and Accessories_MRDC_PS011",,,O,,CIF,USD,,,,2421563.72,GERMANY,Hamburg,Khalifa port,DXB00004268,ELLY MAERSK,Alpha Maritime,C,44,,,,,,,,,,,,,,,,,0,,,,45200,359.72,359.72,,2024-10-11,2024-10-11,2024-11-16,2024-11-16,2025-04-17,2024-11-19,2024-11-20,2024-11-20,47150,,,,2025-02-21,,,,,,,,,,,,,
